STORE_ID,STORE_COUNTRY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_ID,MRP,CP,DISCOUNT,SP,TRANSACTION_DATE
ED6693,GBP,Edinburgh,Groceries,25853271,13,GBP 54.94,GBP 3.28,GBP 78.72,05/28/2020
ED6693,GBP,Edinburgh,Groceries,88931274,38,GBP 47.57,GBP 7.10,GBP 63.90,05/28/2020
ED6693,GBP,Edinburgh,Education,97646179,40,GBP 50.37,GBP 7.30,GBP 65.70,05/28/2020
ED6693,GBP,Edinburgh,Education,67087707,63,GBP 12.00,GBP 1.12,GBP 14.88,05/28/2020
ED6693,GBP,Edinburgh,Furniture,99063415,34,GBP 72.52,GBP 4.90,GBP 93.10,05/28/2020
ED6693,GBP,Edinburgh,Groceries,86371459,13,GBP 62.78,GBP 3.44,GBP 82.56,05/28/2020
ED6693,GBP,Edinburgh,Groceries,15836486,49,GBP 13.11,GBP 1.71,GBP 17.29,05/28/2020
ED6693,GBP,Edinburgh,Electronics,91576232,79,GBP 46.90,GBP 4.02,GBP 62.98,05/28/2020
ED6693,GBP,Edinburgh,Education,84336242,91,GBP 62.90,GBP 3.40,GBP 81.60,05/28/2020
ED6693,GBP,Edinburgh,Education,70737915,24,GBP 17.69,GBP 0.58,GBP 28.42,05/28/2020
ED6693,GBP,Edinburgh,Groceries,42008666,43,GBP 32.13,GBP 1.02,GBP 49.98,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,58749084,87,GBP 11.52,GBP 1.60,GBP 14.40,05/28/2020
ED6693,GBP,Edinburgh,Groceries,95805969,36,GBP 62.64,GBP 6.96,GBP 80.04,05/28/2020
ED6693,GBP,Edinburgh,Groceries,37301025,46,GBP 49.58,GBP 4.44,GBP 69.56,05/28/2020
ED6693,GBP,Edinburgh,Groceries,26023559,82,GBP 48.30,GBP 2.76,GBP 66.24,05/28/2020
ED6693,GBP,Edinburgh,Education,66291198,96,GBP 6.40,GBP 0.80,GBP 9.20,05/28/2020
ED6693,GBP,Edinburgh,Furniture,33988647,40,GBP 31.62,GBP 3.57,GBP 47.43,05/28/2020
ED6693,GBP,Edinburgh,Furniture,71723937,82,GBP 14.28,GBP 0.42,GBP 20.58,05/28/2020
ED6693,GBP,Edinburgh,Furniture,91219177,14,GBP 14.06,GBP 1.14,GBP 17.86,05/28/2020
ED6693,GBP,Edinburgh,Groceries,89340515,88,GBP 37.50,GBP 4.50,GBP 45.50,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,63714904,20,GBP 26.13,GBP 1.17,GBP 37.83,05/28/2020
ED6693,GBP,Edinburgh,Furniture,31618347,85,GBP 14.26,GBP 1.38,GBP 21.62,05/28/2020
ED6693,GBP,Edinburgh,Groceries,85415649,42,GBP 51.10,GBP 2.80,GBP 67.20,05/28/2020
ED6693,GBP,Edinburgh,Education,38355712,55,GBP 20.40,GBP 0.68,GBP 33.32,05/28/2020
ED6693,GBP,Edinburgh,Education,83259582,69,GBP 43.66,GBP 1.77,GBP 57.23,05/28/2020
ED6693,GBP,Edinburgh,Furniture,53360290,27,GBP 48.96,GBP 2.04,GBP 65.96,05/28/2020
ED6693,GBP,Edinburgh,Fashion,22864990,43,GBP 54.76,GBP 2.22,GBP 71.78,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,39536743,71,GBP 36.40,GBP 1.56,GBP 50.44,05/28/2020
ED6693,GBP,Edinburgh,Education,43151245,59,GBP 40.50,GBP 2.16,GBP 51.84,05/28/2020
ED6693,GBP,Edinburgh,Fashion,85261840,40,GBP 62.79,GBP 3.64,GBP 87.36,05/28/2020
ED6693,GBP,Edinburgh,Fashion,33681030,47,GBP 45.75,GBP 2.44,GBP 58.56,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,96319580,34,GBP 51.68,GBP 6.84,GBP 69.16,05/28/2020
ED6693,GBP,Edinburgh,Education,90774230,87,GBP 67.50,GBP 8.10,GBP 81.90,05/28/2020
ED6693,GBP,Edinburgh,Groceries,25853271,88,GBP 13.87,GBP 0.95,GBP 18.05,05/28/2020
ED6693,GBP,Edinburgh,Groceries,88931274,94,GBP 13.68,GBP 1.33,GBP 17.67,05/28/2020
ED6693,GBP,Edinburgh,Education,97646179,64,GBP 19.44,GBP 2.16,GBP 24.84,05/28/2020
ED6693,GBP,Edinburgh,Education,67087707,38,GBP 58.48,GBP 4.30,GBP 81.70,05/28/2020
ED6693,GBP,Edinburgh,Furniture,99063415,94,GBP 65.25,GBP 4.35,GBP 82.65,05/28/2020
ED6693,GBP,Edinburgh,Groceries,86371459,55,GBP 40.02,GBP 4.64,GBP 53.36,05/28/2020
ED6693,GBP,Edinburgh,Groceries,15836486,80,GBP 68.00,GBP 2.00,GBP 98.00,05/28/2020
ED6693,GBP,Edinburgh,Electronics,91576232,27,GBP 29.44,GBP 2.30,GBP 43.70,05/28/2020
ED6693,GBP,Edinburgh,Education,84336242,55,GBP 63.51,GBP 7.83,GBP 79.17,05/28/2020
ED6693,GBP,Edinburgh,Education,70737915,67,GBP 37.26,GBP 5.40,GBP 48.60,05/28/2020
ED6693,GBP,Edinburgh,Groceries,42008666,16,GBP 40.88,GBP 1.12,GBP 54.88,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,58749084,71,GBP 60.90,GBP 2.61,GBP 84.39,05/28/2020
ED6693,GBP,Edinburgh,Groceries,95805969,91,GBP 48.75,GBP 1.30,GBP 63.70,05/28/2020
ED6693,GBP,Edinburgh,Groceries,37301025,16,GBP 11.97,GBP 0.57,GBP 18.43,05/28/2020
ED6693,GBP,Edinburgh,Groceries,26023559,82,GBP 14.08,GBP 1.10,GBP 20.90,05/28/2020
ED6693,GBP,Edinburgh,Education,66291198,60,GBP 51.80,GBP 4.20,GBP 65.80,05/28/2020
ED6693,GBP,Edinburgh,Furniture,33988647,47,GBP 21.60,GBP 2.88,GBP 33.12,05/28/2020
ED6693,GBP,Edinburgh,Furniture,71723937,49,GBP 7.68,GBP 1.08,GBP 10.92,05/28/2020
ED6693,GBP,Edinburgh,Furniture,91219177,45,GBP 54.94,GBP 3.28,GBP 78.72,05/28/2020
ED6693,GBP,Edinburgh,Groceries,89340515,19,GBP 47.57,GBP 7.10,GBP 63.90,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,63714904,49,GBP 50.37,GBP 7.30,GBP 65.70,05/28/2020
ED6693,GBP,Edinburgh,Furniture,31618347,57,GBP 12.00,GBP 1.12,GBP 14.88,05/28/2020
ED6693,GBP,Edinburgh,Groceries,85415649,19,GBP 72.52,GBP 4.90,GBP 93.10,05/28/2020
ED6693,GBP,Edinburgh,Education,38355712,97,GBP 62.78,GBP 3.44,GBP 82.56,05/28/2020
ED6693,GBP,Edinburgh,Education,83259582,49,GBP 13.11,GBP 1.71,GBP 17.29,05/28/2020
ED6693,GBP,Edinburgh,Furniture,53360290,16,GBP 46.90,GBP 4.02,GBP 62.98,05/28/2020
ED6693,GBP,Edinburgh,Fashion,22864990,46,GBP 62.90,GBP 3.40,GBP 81.60,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,39536743,36,GBP 17.69,GBP 0.58,GBP 28.42,05/28/2020
ED6693,GBP,Edinburgh,Education,43151245,100,GBP 32.13,GBP 1.02,GBP 49.98,05/28/2020
ED6693,GBP,Edinburgh,Fashion,85261840,24,GBP 11.52,GBP 1.60,GBP 14.40,05/28/2020
ED6693,GBP,Edinburgh,Fashion,33681030,80,GBP 62.64,GBP 6.96,GBP 80.04,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,96319580,79,GBP 49.58,GBP 4.44,GBP 69.56,05/28/2020
ED6693,GBP,Edinburgh,Education,90774230,43,GBP 48.30,GBP 2.76,GBP 66.24,05/28/2020
ED6693,GBP,Edinburgh,Groceries,25853271,96,GBP 6.40,GBP 0.80,GBP 9.20,05/28/2020
ED6693,GBP,Edinburgh,Groceries,88931274,34,GBP 31.62,GBP 3.57,GBP 47.43,05/28/2020
ED6693,GBP,Edinburgh,Education,97646179,56,GBP 14.28,GBP 0.42,GBP 20.58,05/28/2020
ED6693,GBP,Edinburgh,Education,67087707,94,GBP 14.06,GBP 1.14,GBP 17.86,05/28/2020
ED6693,GBP,Edinburgh,Furniture,99063415,67,GBP 37.50,GBP 4.50,GBP 45.50,05/28/2020
ED6693,GBP,Edinburgh,Groceries,86371459,71,GBP 26.13,GBP 1.17,GBP 37.83,05/28/2020
ED6693,GBP,Edinburgh,Groceries,15836486,54,GBP 14.26,GBP 1.38,GBP 21.62,05/28/2020
ED6693,GBP,Edinburgh,Electronics,91576232,41,GBP 51.10,GBP 2.80,GBP 67.20,05/28/2020
ED6693,GBP,Edinburgh,Education,84336242,16,GBP 20.40,GBP 0.68,GBP 33.32,05/28/2020
ED6693,GBP,Edinburgh,Education,70737915,84,GBP 43.66,GBP 1.77,GBP 57.23,05/28/2020
ED6693,GBP,Edinburgh,Groceries,42008666,16,GBP 48.96,GBP 2.04,GBP 65.96,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,58749084,77,GBP 54.76,GBP 2.22,GBP 71.78,05/28/2020
ED6693,GBP,Edinburgh,Groceries,95805969,74,GBP 36.40,GBP 1.56,GBP 50.44,05/28/2020
ED6693,GBP,Edinburgh,Groceries,37301025,60,GBP 40.50,GBP 2.16,GBP 51.84,05/28/2020
ED6693,GBP,Edinburgh,Groceries,26023559,26,GBP 62.79,GBP 3.64,GBP 87.36,05/28/2020
ED6693,GBP,Edinburgh,Education,66291198,71,GBP 45.75,GBP 2.44,GBP 58.56,05/28/2020
ED6693,GBP,Edinburgh,Furniture,33988647,17,GBP 51.68,GBP 6.84,GBP 69.16,05/28/2020
ED6693,GBP,Edinburgh,Furniture,71723937,53,GBP 67.50,GBP 8.10,GBP 81.90,05/28/2020
ED6693,GBP,Edinburgh,Furniture,91219177,80,GBP 13.87,GBP 0.95,GBP 18.05,05/28/2020
ED6693,GBP,Edinburgh,Groceries,89340515,73,GBP 13.68,GBP 1.33,GBP 17.67,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,63714904,17,GBP 19.44,GBP 2.16,GBP 24.84,05/28/2020
ED6693,GBP,Edinburgh,Furniture,31618347,42,GBP 58.48,GBP 4.30,GBP 81.70,05/28/2020
ED6693,GBP,Edinburgh,Groceries,85415649,62,GBP 65.25,GBP 4.35,GBP 82.65,05/28/2020
ED6693,GBP,Edinburgh,Education,38355712,62,GBP 40.02,GBP 4.64,GBP 53.36,05/28/2020
ED6693,GBP,Edinburgh,Education,83259582,100,GBP 68.00,GBP 2.00,GBP 98.00,05/28/2020
ED6693,GBP,Edinburgh,Furniture,53360290,86,GBP 29.44,GBP 2.30,GBP 43.70,05/28/2020
ED6693,GBP,Edinburgh,Fashion,22864990,93,GBP 63.51,GBP 7.83,GBP 79.17,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,39536743,64,GBP 37.26,GBP 5.40,GBP 48.60,05/28/2020
ED6693,GBP,Edinburgh,Education,43151245,11,GBP 40.88,GBP 1.12,GBP 54.88,05/28/2020
ED6693,GBP,Edinburgh,Fashion,85261840,61,GBP 60.90,GBP 2.61,GBP 84.39,05/28/2020
ED6693,GBP,Edinburgh,Fashion,33681030,90,GBP 48.75,GBP 1.30,GBP 63.70,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,96319580,95,GBP 11.97,GBP 0.57,GBP 18.43,05/28/2020
ED6693,GBP,Edinburgh,Education,90774230,32,GBP 14.08,GBP 1.10,GBP 20.90,05/28/2020
ED6693,GBP,Edinburgh,Groceries,25853271,46,GBP 51.80,GBP 4.20,GBP 65.80,05/28/2020
ED6693,GBP,Edinburgh,Groceries,88931274,34,GBP 21.60,GBP 2.88,GBP 33.12,05/28/2020
ED6693,GBP,Edinburgh,Education,97646179,37,GBP 7.68,GBP 1.08,GBP 10.92,05/28/2020
ED6693,GBP,Edinburgh,Education,67087707,45,GBP 54.94,GBP 3.28,GBP 78.72,05/28/2020
ED6693,GBP,Edinburgh,Furniture,99063415,56,GBP 47.57,GBP 7.10,GBP 63.90,05/28/2020
ED6693,GBP,Edinburgh,Groceries,86371459,50,GBP 50.37,GBP 7.30,GBP 65.70,05/28/2020
ED6693,GBP,Edinburgh,Groceries,15836486,33,GBP 12.00,GBP 1.12,GBP 14.88,05/28/2020
ED6693,GBP,Edinburgh,Electronics,91576232,10,GBP 72.52,GBP 4.90,GBP 93.10,05/28/2020
ED6693,GBP,Edinburgh,Education,84336242,91,GBP 62.78,GBP 3.44,GBP 82.56,05/28/2020
ED6693,GBP,Edinburgh,Education,70737915,62,GBP 13.11,GBP 1.71,GBP 17.29,05/28/2020
ED6693,GBP,Edinburgh,Groceries,42008666,47,GBP 46.90,GBP 4.02,GBP 62.98,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,58749084,33,GBP 62.90,GBP 3.40,GBP 81.60,05/28/2020
ED6693,GBP,Edinburgh,Groceries,95805969,59,GBP 17.69,GBP 0.58,GBP 28.42,05/28/2020
ED6693,GBP,Edinburgh,Groceries,37301025,96,GBP 32.13,GBP 1.02,GBP 49.98,05/28/2020
ED6693,GBP,Edinburgh,Groceries,26023559,87,GBP 11.52,GBP 1.60,GBP 14.40,05/28/2020
ED6693,GBP,Edinburgh,Education,66291198,32,GBP 62.64,GBP 6.96,GBP 80.04,05/28/2020
ED6693,GBP,Edinburgh,Furniture,33988647,56,GBP 49.58,GBP 4.44,GBP 69.56,05/28/2020
ED6693,GBP,Edinburgh,Furniture,71723937,43,GBP 48.30,GBP 2.76,GBP 66.24,05/28/2020
ED6693,GBP,Edinburgh,Furniture,91219177,40,GBP 6.40,GBP 0.80,GBP 9.20,05/28/2020
ED6693,GBP,Edinburgh,Groceries,89340515,91,GBP 31.62,GBP 3.57,GBP 47.43,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,63714904,71,GBP 14.28,GBP 0.42,GBP 20.58,05/28/2020
ED6693,GBP,Edinburgh,Furniture,31618347,99,GBP 14.06,GBP 1.14,GBP 17.86,05/28/2020
ED6693,GBP,Edinburgh,Groceries,85415649,58,GBP 37.50,GBP 4.50,GBP 45.50,05/28/2020
ED6693,GBP,Edinburgh,Education,38355712,66,GBP 26.13,GBP 1.17,GBP 37.83,05/28/2020
ED6693,GBP,Edinburgh,Education,83259582,72,GBP 14.26,GBP 1.38,GBP 21.62,05/28/2020
ED6693,GBP,Edinburgh,Furniture,53360290,100,GBP 51.10,GBP 2.80,GBP 67.20,05/28/2020
ED6693,GBP,Edinburgh,Fashion,22864990,54,GBP 20.40,GBP 0.68,GBP 33.32,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,39536743,95,GBP 43.66,GBP 1.77,GBP 57.23,05/28/2020
ED6693,GBP,Edinburgh,Education,43151245,38,GBP 48.96,GBP 2.04,GBP 65.96,05/28/2020
ED6693,GBP,Edinburgh,Fashion,85261840,69,GBP 54.76,GBP 2.22,GBP 71.78,05/28/2020
ED6693,GBP,Edinburgh,Fashion,33681030,21,GBP 36.40,GBP 1.56,GBP 50.44,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,96319580,77,GBP 40.50,GBP 2.16,GBP 51.84,05/28/2020
ED6693,GBP,Edinburgh,Education,90774230,43,GBP 62.79,GBP 3.64,GBP 87.36,05/28/2020
ED6693,GBP,Edinburgh,Groceries,25853271,98,GBP 45.75,GBP 2.44,GBP 58.56,05/28/2020
ED6693,GBP,Edinburgh,Groceries,88931274,31,GBP 51.68,GBP 6.84,GBP 69.16,05/28/2020
ED6693,GBP,Edinburgh,Education,97646179,73,GBP 67.50,GBP 8.10,GBP 81.90,05/28/2020
ED6693,GBP,Edinburgh,Education,67087707,35,GBP 13.87,GBP 0.95,GBP 18.05,05/28/2020
ED6693,GBP,Edinburgh,Furniture,99063415,63,GBP 13.68,GBP 1.33,GBP 17.67,05/28/2020
ED6693,GBP,Edinburgh,Groceries,86371459,24,GBP 19.44,GBP 2.16,GBP 24.84,05/28/2020
ED6693,GBP,Edinburgh,Groceries,15836486,14,GBP 58.48,GBP 4.30,GBP 81.70,05/28/2020
ED6693,GBP,Edinburgh,Electronics,91576232,38,GBP 65.25,GBP 4.35,GBP 82.65,05/28/2020
ED6693,GBP,Edinburgh,Education,84336242,86,GBP 40.02,GBP 4.64,GBP 53.36,05/28/2020
ED6693,GBP,Edinburgh,Education,70737915,83,GBP 68.00,GBP 2.00,GBP 98.00,05/28/2020
ED6693,GBP,Edinburgh,Groceries,42008666,11,GBP 29.44,GBP 2.30,GBP 43.70,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,58749084,95,GBP 63.51,GBP 7.83,GBP 79.17,05/28/2020
ED6693,GBP,Edinburgh,Groceries,95805969,56,GBP 37.26,GBP 5.40,GBP 48.60,05/28/2020
ED6693,GBP,Edinburgh,Groceries,37301025,80,GBP 40.88,GBP 1.12,GBP 54.88,05/28/2020
ED6693,GBP,Edinburgh,Groceries,26023559,50,GBP 60.90,GBP 2.61,GBP 84.39,05/28/2020
ED6693,GBP,Edinburgh,Education,66291198,48,GBP 48.75,GBP 1.30,GBP 63.70,05/28/2020
ED6693,GBP,Edinburgh,Furniture,33988647,84,GBP 11.97,GBP 0.57,GBP 18.43,05/28/2020
ED6693,GBP,Edinburgh,Furniture,71723937,18,GBP 14.08,GBP 1.10,GBP 20.90,05/28/2020
ED6693,GBP,Edinburgh,Furniture,91219177,37,GBP 51.80,GBP 4.20,GBP 65.80,05/28/2020
ED6693,GBP,Edinburgh,Groceries,89340515,94,GBP 21.60,GBP 2.88,GBP 33.12,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,63714904,31,GBP 7.68,GBP 1.08,GBP 10.92,05/28/2020
ED6693,GBP,Edinburgh,Furniture,31618347,29,GBP 54.94,GBP 3.28,GBP 78.72,05/28/2020
ED6693,GBP,Edinburgh,Groceries,85415649,34,GBP 47.57,GBP 7.10,GBP 63.90,05/28/2020
ED6693,GBP,Edinburgh,Education,38355712,56,GBP 50.37,GBP 7.30,GBP 65.70,05/28/2020
ED6693,GBP,Edinburgh,Education,83259582,79,GBP 12.00,GBP 1.12,GBP 14.88,05/28/2020
ED6693,GBP,Edinburgh,Furniture,53360290,43,GBP 72.52,GBP 4.90,GBP 93.10,05/28/2020
ED6693,GBP,Edinburgh,Fashion,22864990,83,GBP 62.78,GBP 3.44,GBP 82.56,05/28/2020
ED6693,GBP,Edinburgh,Kitchen,39536743,85,GBP 13.11,GBP 1.71,GBP 17.29,05/28/2020
ED6693,GBP,Edinburgh,Education,43151245,90,GBP 46.90,GBP 4.02,GBP 62.98,05/28/2020
ED6693,GBP,Edinburgh,Fashion,85261840,15,GBP 62.90,GBP 3.40,GBP 81.60,05/28/2020
ED6693,GBP,Edinburgh,Fashion,33681030,60,GBP 17.69,GBP 0.58,GBP 28.42,05/28/2020
LO0894,GBP,London,Groceries,79785156,96,GBP 17.04,GBP 0.72,GBP 23.28,05/28/2020
LO0894,GBP,London,Kitchen,38188171,89,GBP 40.87,GBP 1.83,GBP 59.17,05/28/2020
LO0894,GBP,London,Electronics,20975341,98,GBP 25.60,GBP 2.80,GBP 37.20,05/28/2020
LO0894,GBP,London,Groceries,39978942,54,GBP 36.92,GBP 5.20,GBP 46.80,05/28/2020
LO0894,GBP,London,Cosmetics,62808532,24,GBP 18.72,GBP 1.82,GBP 24.18,05/28/2020
LO0894,GBP,London,Electronics,23227539,30,GBP 58.32,GBP 4.86,GBP 76.14,05/28/2020
LO0894,GBP,London,Furniture,83965454,53,GBP 7.04,GBP 0.66,GBP 10.34,05/28/2020
LO0894,GBP,London,Fashion,53200988,60,GBP 12.07,GBP 0.68,GBP 16.32,05/28/2020
LO0894,GBP,London,Education,18596801,25,GBP 20.77,GBP 1.55,GBP 29.45,05/28/2020
LO0894,GBP,London,Furniture,89134521,24,GBP 25.84,GBP 1.90,GBP 36.10,05/28/2020
LO0894,GBP,London,Kitchen,28462524,24,GBP 49.60,GBP 2.40,GBP 77.60,05/28/2020
LO0894,GBP,London,Education,54527587,10,GBP 39.06,GBP 6.20,GBP 55.80,05/28/2020
LO0894,GBP,London,Groceries,35202636,65,GBP 69.00,GBP 10.00,GBP 90.00,05/28/2020
LO0894,GBP,London,Education,67054748,35,GBP 56.16,GBP 7.80,GBP 70.20,05/28/2020
LO0894,GBP,London,Education,48402709,30,GBP 42.90,GBP 5.20,GBP 59.80,05/28/2020
LO0894,GBP,London,Fashion,72583618,89,GBP 20.80,GBP 2.56,GBP 29.44,05/28/2020
LO0894,GBP,London,Cosmetics,66631774,60,GBP 51.85,GBP 8.50,GBP 76.50,05/28/2020
LO0894,GBP,London,Electronics,59226989,38,GBP 15.86,GBP 2.60,GBP 23.40,05/28/2020
LO0894,GBP,London,Groceries,86525268,10,GBP 28.47,GBP 3.51,GBP 35.49,05/28/2020
LO0894,GBP,London,Education,50588989,13,GBP 24.14,GBP 2.04,GBP 31.96,05/28/2020
LO0894,GBP,London,Kitchen,38037109,88,GBP 16.20,GBP 0.81,GBP 26.19,05/28/2020
LO0894,GBP,London,Kitchen,44604187,44,GBP 65.55,GBP 7.60,GBP 87.40,05/28/2020
LO0894,GBP,London,Electronics,81883544,75,GBP 35.36,GBP 2.08,GBP 49.92,05/28/2020
LO0894,GBP,London,Education,39160461,90,GBP 44.53,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Electronics,77208862,18,GBP 65.70,GBP 1.80,GBP 88.20,05/28/2020
LO0894,GBP,London,Education,10118103,67,GBP 37.05,GBP 1.71,GBP 55.29,05/28/2020
LO0894,GBP,London,Furniture,96341552,27,GBP 21.78,GBP 0.99,GBP 32.01,05/28/2020
LO0894,GBP,London,Kitchen,78606872,72,GBP 57.60,GBP 4.80,GBP 91.20,05/28/2020
LO0894,GBP,London,Education,78609619,95,GBP 51.10,GBP 2.19,GBP 70.81,05/28/2020
LO0894,GBP,London,Groceries,90142517,30,GBP 19.17,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Fashion,36584167,91,GBP 24.85,GBP 1.75,GBP 33.25,05/28/2020
LO0894,GBP,London,Fashion,67225036,97,GBP 37.12,GBP 2.32,GBP 55.68,05/28/2020
LO0894,GBP,London,Electronics,30017089,38,GBP 19.71,GBP 1.35,GBP 25.65,05/28/2020
LO0894,GBP,London,Groceries,79785156,17,GBP 9.10,GBP 1.26,GBP 12.74,05/28/2020
LO0894,GBP,London,Kitchen,38188171,50,GBP 69.58,GBP 1.96,GBP 96.04,05/28/2020
LO0894,GBP,London,Electronics,20975341,52,GBP 31.08,GBP 2.94,GBP 39.06,05/28/2020
LO0894,GBP,London,Groceries,39978942,38,GBP 71.00,GBP 5.00,GBP 95.00,05/28/2020
LO0894,GBP,London,Cosmetics,62808532,63,GBP 49.64,GBP 4.76,GBP 63.24,05/28/2020
LO0894,GBP,London,Electronics,23227539,59,GBP 62.56,GBP 3.68,GBP 88.32,05/28/2020
LO0894,GBP,London,Furniture,83965454,96,GBP 46.72,GBP 2.92,GBP 70.08,05/28/2020
LO0894,GBP,London,Fashion,53200988,82,GBP 49.68,GBP 7.20,GBP 64.80,05/28/2020
LO0894,GBP,London,Education,18596801,11,GBP 27.88,GBP 1.64,GBP 39.36,05/28/2020
LO0894,GBP,London,Furniture,89134521,58,GBP 56.70,GBP 5.67,GBP 75.33,05/28/2020
LO0894,GBP,London,Kitchen,28462524,44,GBP 14.40,GBP 2.40,GBP 21.60,05/28/2020
LO0894,GBP,London,Education,54527587,60,GBP 50.41,GBP 4.97,GBP 66.03,05/28/2020
LO0894,GBP,London,Groceries,35202636,85,GBP 16.12,GBP 1.56,GBP 24.44,05/28/2020
